product_title,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
MONICA,88119-BLK/FD,1270,15157300.000,-2516402.930,-416500.000,12224397.070,0.000,12224397.070
MONICA,88119-BRN/BRNFD-C10-02,1113,14225200.000,-3337028.550,-373560.000,10514611.450,0.000,10514611.450
MIA,MIA-BLK/BLKPL,1017,11825900.000,-1753166.660,-264800.000,9807933.340,0.000,9807933.340
SAHARA,189-GOLD/BLK,1016,11371500.000,-1617182.570,-183766.660,9570550.770,0.000,9570550.770
ECSTASY,AC-000151-BLK/BLKFD,941,11592600.000,-1368111.600,-427500.000,9796988.400,0.000,9796988.400
LAGUNA,169-BLK/BLK,909,11345700.000,-2611580.000,-262910.000,8471210.000,0.000,8471210.000
HOT PARTY SUNSET GLASS,185-BLK/BLK,880,10227400.000,-1752410.190,-338200.000,8136789.810,0.000,8136789.810
SLASH,154-BLK/BLKFD,871,10228100.000,-1191221.430,-256133.340,8780745.230,0.000,8780745.230
MONICA,88119-BLK/BLK-C9-08,806,10118700.000,-2210798.070,-249193.100,7658708.830,0.000,7658708.830
LAGUNA,169-BRN/BRN,700,8938100.000,-2234740.000,-258400.000,6444960.000,0.000,6444960.000
LAGUNA,169-SLV/BLK,654,8627800.000,-2315277.850,-207143.400,6105378.750,0.000,6105378.750
CARMEN,7171-GOLD/SHADOW C9,634,7733700.000,-1440630.190,-239533.340,6053536.470,0.000,6053536.470
SLASH,154-BLK/BLK,625,6993600.000,-478500.000,-141200.000,6373900.000,0.000,6373900.000
CARMEN,7171-GOLD/GRNPINK C8,616,7295900.000,-1408638.950,-178800.000,5708461.050,0.000,5708461.050
GENERATION,159-BLK/BLK,607,7279900.000,-1152663.540,-184700.000,5942536.460,0.000,5942536.460
SLASH,154-BLK/BLUE,585,7450900.000,-1302593.270,-330816.670,5817490.060,0.000,5817490.060
BORA BORA,168-BLK/FD,571,6161400.000,-512180.190,-28800.000,5620419.810,0.000,5620419.810
HOT PARTY SUNSET GLASS,185-BLUE/BLKFD,552,6719600.000,-1344823.840,-253900.000,5120876.160,0.000,5120876.160
STELLA,166-GOLD/BLKFD,537,6941800.000,-1599633.400,-204703.740,5137462.860,0.000,5137462.860
STELLA,166-GOLD/GREYFD,536,6751000.000,-1507183.470,-227200.000,5016616.530,0.000,5016616.530
SPITZ,155-BLK/BLK,532,6523000.000,-902939.940,-228900.000,5391160.060,0.000,5391160.060
ECSTASY,AC-000151-BLK/BLKPOL,521,6690500.000,-801298.980,-289500.000,5599701.020,0.000,5599701.020
SLASH,154-WHT/BLKFD,519,6531000.000,-1336524.290,-214100.000,4980375.710,0.000,4980375.710
LAGUNA,169-BLKRED/BLK,507,6537000.000,-1552775.000,-274900.000,4709325.000,0.000,4709325.000
HOT PARTY SUNSET GLASS,185-BLK/BLUEFD,499,5883200.000,-1017400.000,-311100.000,4554700.000,0.000,4554700.000
CARMEN,7171-GOLD/BRN C5,494,5813200.000,-995890.200,-82900.000,4734409.800,0.000,4734409.800
NEVADA,160-BLK/BLK,483,5818300.000,-1003417.920,-118100.000,4696782.080,0.000,4696782.080
BORA BORA,168-BLK/BLK,469,5941300.000,-1408177.300,-324200.000,4208922.700,0.000,4208922.700
LAGUNA,169-BEIGE/GREY,464,6416100.000,-2015131.660,-169650.000,4231318.340,0.000,4231318.340
HOT PARTY MIDDAY GLASS,184-BLK/BLK,464,5399200.000,-986347.410,-141900.000,4270952.590,0.000,4270952.590
LEGEND,162-BLK/SHADOW,453,5295000.000,-713642.860,-113333.330,4468023.810,0.000,4468023.810
ECSTASY MINI,AC-164-BLK/BLKPOL,452,6231200.000,-1326223.790,-208900.000,4696076.210,0.000,4696076.210
ADORA,161-GOLD/BLKPL,452,5927900.000,-1290947.720,-218500.000,4418452.280,0.000,4418452.280
PHANTOM,174-BRN/BRNFD,442,5770500.000,-1709520.130,-167900.000,3893079.870,0.000,3893079.870
LAGUNA,169-BLK/FD,436,5398400.000,-1187003.530,-142600.000,4068796.470,0.000,4068796.470
BORA BORA,168-BEIGE/GREY,412,4944500.000,-1032870.000,-128210.000,3783420.000,0.000,3783420.000
HOT PARTY MIDDAY GLASS,184-TORT/BRNFD,411,4977600.000,-1242200.000,-105600.000,3629800.000,0.000,3629800.000
LEGEND,162-BLK/BLK,406,4938200.000,-965909.610,-190600.000,3781690.390,0.000,3781690.390
GENERATION,159-BLK/GRN,397,5295200.000,-1461935.080,-130856.590,3702408.330,0.000,3702408.330
SAHARA,189-BLK/BLK,382,4774100.000,-1101871.990,-140100.000,3532128.010,0.000,3532128.010
SPITZ,155-PEACH/SLV,373,4682000.000,-669835.310,-97466.670,3914698.020,0.000,3914698.020
JAGA JAGA,167-BLK/BLK,373,4539500.000,-933100.010,-139900.000,3466499.990,0.000,3466499.990
LAGUNA,169-GRN/BLK,370,4649200.000,-1168616.670,-116650.000,3363933.330,0.000,3363933.330
EXTRA,88264-BLACK-C9-08,368,4578700.000,-1064858.330,-47300.000,3466541.670,0.000,3466541.670
ECSTASY MINI,AC-164-BLK/SHADOW,368,4813600.000,-705395.610,-283000.000,3825204.390,0.000,3825204.390
MONICA,88119-BLK/ROSE-C9-43,367,4972800.000,-1439850.130,-140475.000,3392474.870,0.000,3392474.870
BORA BORA,168-BRN/BRN,363,4463600.000,-970890.000,-130800.000,3361910.000,0.000,3361910.000
MIA,MIA-BLK/BLKFD,359,4833900.000,-1129839.940,-172366.660,3531693.400,0.000,3531693.400
BORA BORA,168-SLV/BLK,356,4060600.000,-529933.340,-97600.000,3433066.660,0.000,3433066.660
STELLA,166-GOLD/BRNFD,344,4404300.000,-1081291.240,-48000.000,3275008.760,0.000,3275008.760
CARMEN,7171-SLV/GREY C6,343,4327600.000,-958116.670,-95800.000,3273683.330,0.000,3273683.330
ADORA,161-GOLD/BLK,341,4453700.000,-1126200.000,-97600.000,3229900.000,0.000,3229900.000
LEGEND,162-NAVYTORT/FADE,337,3938700.000,-562696.850,-137200.000,3238803.150,0.000,3238803.150
LAMBO,158-BLK/BRN,331,4480200.000,-1346798.510,-108800.000,3024601.490,0.000,3024601.490
OLIVER,88274-BLACK-C9-08,330,4357600.000,-1104693.170,-188000.000,3064906.830,0.000,3064906.830
MIA,MIA-BLK/BLK,325,3654600.000,-258633.330,-70133.330,3325833.340,0.000,3325833.340
MIA,MIA-TORTBRN/SHADOWPL,325,4033900.000,-719835.860,-159402.520,3154661.620,0.000,3154661.620
ADORA,161-BLK/BLKFD,324,4384300.000,-1028890.250,-89400.000,3266009.750,0.000,3266009.750
CARMEN,7171-GOLD/FD C7,310,3707000.000,-580566.660,-105600.000,3020833.340,0.000,3020833.340
CARMEN,7171-SLV/ROSE C4,305,3602600.000,-668966.670,-86400.000,2847233.330,0.000,2847233.330
CARMEN,7171-SLV/GRN C3,303,3993400.000,-1014143.400,-113500.000,2865756.600,0.000,2865756.600
NEVADA,160-BLK/BLKFD,302,3756100.000,-693383.320,-118600.000,2944116.680,0.000,2944116.680
HOT PARTY SUNSET GLASS,185-TORT/BRNFD,292,3546200.000,-822820.000,-126900.000,2596480.000,0.000,2596480.000
Di,7316-BRN/BRN-C10-02//C2-29,291,3729000.000,-852016.670,-130800.000,2746183.330,0.000,2746183.330
SAHARA,189-GOLD/BRN,291,3387000.000,-684315.020,-73600.000,2629084.980,0.000,2629084.980
ROLLA,176-BLK/BLK,286,3408300.000,-603348.320,-105400.000,2699551.680,0.000,2699551.680
MIA,MIA-RED/BLK,286,3575600.000,-925566.670,-37700.000,2612333.330,0.000,2612333.330
HOT PARTY SUNSET GLASS,185-BLK/GRN,285,3243200.000,-578083.470,-96000.000,2569116.530,0.000,2569116.530
LAMBO,158-BLK/FD,284,4261400.000,-1352616.660,-159575.000,2749208.340,0.000,2749208.340
HOT PARTY MIDDAY GLASS,184-BLUE/BLKFD,281,3627200.000,-1086000.000,-121300.000,2419900.000,0.000,2419900.000
MONICA,88119-BLK/SLVFD-C4-62,280,3967400.000,-1408350.000,-44800.000,2514250.000,0.000,2514250.000
YADA YADA,201-MTBLK/SHADOW,278,3170800.000,-453733.340,-75400.000,2641666.660,0.000,2641666.660
LAMBO,158-BLK/BLK,274,4127500.000,-1508326.270,-114600.000,2504573.730,0.000,2504573.730
BORA BORA,168-BLKRED/BLK,273,3510100.000,-944283.330,-89400.000,2476416.670,0.000,2476416.670
ECSTASY,AC-000151-GOLD/BRNPOL,268,3522900.000,-398250.000,-142600.000,2982050.000,0.000,2982050.000
MALIBU,173-BLK/BLK,267,3538600.000,-773316.670,-209300.000,2555983.330,0.000,2555983.330
CARMEN,7171-BLK/BLK C1,264,3306100.000,-793346.850,-75400.000,2437353.150,0.000,2437353.150
PHANTOM,174-BLK/BLKFD,259,3285000.000,-739090.000,-110900.000,2435010.000,0.000,2435010.000
PHANTOM,174-BLK/SHADOW,257,3091300.000,-600533.330,-115233.330,2375533.340,0.000,2375533.340
ECSTASY MINI,AC-164-BLK/BLICK,256,3495500.000,-879400.670,-120200.000,2495899.330,0.000,2495899.330
GENERATION,159-TORT/BLKFD,252,3168500.000,-642883.330,-191633.340,2333983.330,0.000,2333983.330
SLASH,154-TORT/BRNFD,249,3024100.000,-482116.650,-65600.000,2476383.350,0.000,2476383.350
HIKER BIG,171-BLK/BLKPL,249,3168700.000,-676150.000,-94200.000,2398350.000,0.000,2398350.000
HIKER,170-BLK/BLKPL,246,3204000.000,-869283.320,-99400.000,2235316.680,0.000,2235316.680
CARMEN,7171-SLV/BLUE C2,239,3109300.000,-820325.000,-205900.000,2083075.000,0.000,2083075.000
ARIANA POLARIZED,1303-BLK/BLK C1,239,3097100.000,-523466.670,-152800.000,2420833.330,0.000,2420833.330
LAMBO,158-BLK/SLV,238,3199300.000,-897164.820,-139700.000,2162435.180,0.000,2162435.180
TOKYO,181-BLK/BLK,234,3646800.000,-1315993.410,-43000.000,2287806.590,0.000,2287806.590
HOT PARTY MIDDAY GLASS,184-BLK/BLUEFD,231,2769800.000,-652300.000,-92800.000,2024700.000,0.000,2024700.000
ECSTASY MINI,AC-164-GOLD/BRNPOL,230,3105000.000,-751316.960,-56200.000,2297483.040,0.000,2297483.040
YADA YADA,201-BLK/SHADOW,224,2769000.000,-604001.670,-75400.000,2089598.330,0.000,2089598.330
ECSTASY,AC-000151-BRN/BRNFD,223,2854700.000,-338865.650,-85200.000,2430634.350,0.000,2430634.350
SPITZ,155-TORT/BRN,220,2598900.000,-433787.360,-82500.000,2082612.640,0.000,2082612.640
MIA,MIA-BRN/BRNPL,212,2722500.000,-657421.420,-72000.000,1993078.580,0.000,1993078.580
HIKER,170-BRN/BRNPL,212,2848600.000,-627200.000,-90700.000,2130700.000,0.000,2130700.000
PHANTOM,174-BLK/SLVFD,205,2488900.000,-542418.370,-67200.000,1879281.630,0.000,1879281.630
MIA,MIA-MTBLK/BLKPL,204,2533900.000,-522533.330,-54400.000,1956966.670,0.000,1956966.670
STEVE,TR-07 C1,202,2658400.000,-730816.670,-67200.000,1860383.330,0.000,1860383.330
MELISSA,177-BLK/BLK,201,2481200.000,-542016.670,-67200.000,1871983.330,0.000,1871983.330
LEGEND,162-MTBLK/BLKPL,200,2572400.000,-438550.000,-131600.000,2002250.000,0.000,2002250.000
EXCELLENCE,AC-000150-BLK/CLRSHADOW,198,2584300.000,-497233.340,-107433.330,1979633.330,0.000,1979633.330
PRIME,86630-BLACK,195,2465500.000,-667816.660,-56640.000,1741043.340,0.000,1741043.340
LEGEND,162-TORT/SHADOW,195,2329400.000,-422886.820,-112300.000,1794213.180,0.000,1794213.180
POWERFUL,TR02-C1,192,2539000.000,-609680.000,-131600.000,1797720.000,0.000,1797720.000
INDEPENDENCE,TR-08 C1,192,2523600.000,-693530.000,-78800.000,1751270.000,0.000,1751270.000
HIKER,170-BLK-RED,191,2327300.000,-478450.000,-102800.000,1746050.000,0.000,1746050.000
JAGA JAGA,167-MILKTORT/FD,191,2616000.000,-778159.260,-88050.000,1749790.740,0.000,1749790.740
ICON,193-BLK/BLK,191,2402300.000,-583696.670,-81600.000,1737003.330,0.000,1737003.330
JORDAN,190-BLKFD,190,3130200.000,-1251080.000,-118100.000,1761020.000,0.000,1761020.000
CORNER POLARIZED,P7323-GM/BLK-C2-31,189,2383600.000,-570556.670,-80200.000,1732843.330,0.000,1732843.330
JOLY,88239-BLACK-C9-08,189,2546400.000,-678250.000,-127500.000,1740650.000,0.000,1740650.000
ECSTASY,AC-000151-BLK/BLT,186,2519900.000,-502400.000,-106000.000,1911500.000,0.000,1911500.000
ECSTASY MINI,AC-164-BRN/BRNFD,186,2535000.000,-332490.170,-126833.330,2075676.500,0.000,2075676.500
HIKER BIG,171-TORT/BRNFD,182,2423900.000,-693121.670,-56200.000,1674578.330,0.000,1674578.330
YADA YADA,201-BLK/BLKFD,180,2189000.000,-502540.000,-43000.000,1643460.000,0.000,1643460.000
CORNER,7323-BLK/BLK C9-08,177,2261600.000,-530356.910,-66466.670,1664776.420,0.000,1664776.420
NEVADA,160-WHT/BLK,176,2152100.000,-486571.430,-95300.000,1570228.570,0.000,1570228.570
BORA BORA,168-GRN/BLK,175,2299200.000,-629800.010,-26300.000,1643099.990,0.000,1643099.990
FREEDOM,TR-01 C1,174,2343400.000,-691383.480,-113500.000,1538516.520,0.000,1538516.520
MAGIC,0180-BLK/BLK C1,172,2220700.000,-588780.000,-70400.000,1561520.000,0.000,1561520.000
ALEN,7038-BLK/BLK-C9-08,170,2169000.000,-512076.880,-73600.000,1583323.120,0.000,1583323.120
NEW AVIATOR,7073-BLK/BLK-C9-08,166,2268200.000,-696615.680,-115800.000,1455784.320,0.000,1455784.320
SPITZ,155-BLK/RED-PINK,165,2140500.000,-443361.920,-108900.000,1588238.080,0.000,1588238.080
XLVL,AC152-BLK/FD C4,163,1980200.000,-258991.670,-50500.000,1670708.330,0.000,1670708.330
MONACO,195-BLK/FD,161,1964000.000,-412630.190,-72200.000,1479169.810,0.000,1479169.810
NEVADA,160-TORT/GRN,156,1899700.000,-383046.240,-48000.000,1468653.760,0.000,1468653.760
LAMBO,158-BLK/VLT,153,2129800.000,-553245.820,-98150.000,1478404.180,0.000,1478404.180
MY PRIDE,156-BLK/FD,152,3520800.000,-118616.750,-227841.630,3174341.620,0.000,3174341.620
ADVENTURE,TR-10 C1,151,1895600.000,-416650.000,-54400.000,1424550.000,0.000,1424550.000
LIBERTY,TR-04 C1,151,1837900.000,-235933.340,-28800.000,1573166.660,0.000,1573166.660
ROLLA,176-GRN/GRN,150,1784700.000,-335591.660,-61800.000,1387308.340,0.000,1387308.340
ECSTASY,AC-000151-BLK/BLICK,149,2032500.000,-430883.330,-90900.000,1510716.670,0.000,1510716.670
MIA,MIA-BRN/BRN,147,2043100.000,-422493.400,-140350.000,1480256.600,0.000,1480256.600
SUETA,179-BLK/BLK,145,1977500.000,-553000.000,-135500.000,1289000.000,0.000,1289000.000
ROLLA,176-RED/BLKFD,144,1784200.000,-447372.630,-33100.000,1303727.370,0.000,1303727.370
MAGIC,0180-GOLD/BRN C2,144,1779300.000,-451050.000,0.000,1328250.000,0.000,1328250.000
HIKER,170-TORT/BRNFD,143,1763700.000,-298340.000,-47300.000,1418060.000,0.000,1418060.000
OMG,88273-BLACK-C9-08,142,1862600.000,-614980.190,-17400.000,1230219.810,0.000,1230219.810
SAKURA,182-BLK/BLK,139,1806100.000,-459650.000,-89400.000,1257050.000,0.000,1257050.000
MY PRIDE,156-BLUE/BLUE,139,3110400.000,-175398.280,-108000.000,2827001.720,0.000,2827001.720
YADA YADA,201-TORT/SHADOW,138,1644300.000,-391538.190,-28800.000,1223961.810,0.000,1223961.810
EUPHORIA,2335-BLK/BLK-C9-08,137,1857400.000,-582600.000,-54800.000,1220000.000,0.000,1220000.000
Di,7316-BLK/BLKFD-C9-77,134,1715500.000,-449150.000,-60100.000,1206250.000,0.000,1206250.000
GET READY,194-BLK/BLK,134,1685400.000,-387754.450,-66793.100,1230852.450,0.000,1230852.450
HIKER,170-SHADOW,134,1619600.000,-275866.810,-67200.000,1276533.190,0.000,1276533.190
VENZO,192-BLK/BLKFD,133,1552700.000,-314141.850,-38400.000,1200158.150,0.000,1200158.150
MELISSA,177-TORTGRN/GRN,131,1659400.000,-330166.660,-91200.000,1238033.340,0.000,1238033.340
MONACO,195-BLK/BLK,128,1613400.000,-480500.000,-56200.000,1076700.000,0.000,1076700.000
ECSTASY,AC-000151-BLK/SLVFD,127,1779400.000,-451960.000,-65400.000,1262040.000,0.000,1262040.000
CORNER POLARIZED,P7323-SLV/BLK-C3-33,125,1508400.000,-372473.260,-27000.000,1108926.740,0.000,1108926.740
BOSS Photochromic,8403-BLUE,124,1717500.000,-496133.340,-28800.000,1192566.660,0.000,1192566.660
EXTRA,88264-ROSE-C9-43,123,1462700.000,-240456.590,-36643.410,1185600.000,0.000,1185600.000
ECSTASY MINI,AC-164-BLK/BLT,121,1698900.000,-463088.520,-27400.000,1208411.480,0.000,1208411.480
MALIBU,173-MILKTORT/FD,121,1559200.000,-372900.000,-38400.000,1147900.000,0.000,1147900.000
SAKURA,182-GOLD/BRN,121,1606500.000,-394650.000,-75000.000,1136850.000,0.000,1136850.000
HOT PARTY MIDDAY GLASS,184-BLK/GRN,118,1396400.000,-234400.000,-85000.000,1077000.000,0.000,1077000.000
Di POLARIZED,P7316-BLK/BLK-C9-31,118,1639500.000,-480976.670,-56200.000,1102323.330,0.000,1102323.330
SAHARA,189-GOLD/ROSE,118,1416100.000,-353080.190,-9600.000,1053419.810,0.000,1053419.810
JOLY,88239-BLUE-C2-45,117,1900900.000,-745300.000,-48000.000,1107600.000,0.000,1107600.000
EXTRA,88264-RED-C9-79,116,1427900.000,-224171.840,-19200.000,1184528.160,0.000,1184528.160
ECSTASY,AC-000151-BLK/REDFD,116,1606300.000,-227788.510,-116500.000,1262011.490,0.000,1262011.490
SAKURA,182-SLV/SLV,116,1649300.000,-464872.650,-19200.000,1165227.350,0.000,1165227.350
JOLY,88239-ROSE-C9-43,115,1840500.000,-646906.590,-60000.000,1133593.410,0.000,1133593.410
JORDAN,190-TORT/SHADOW,111,1761600.000,-714080.000,-27000.000,1020520.000,0.000,1020520.000
SELFIE,1680-BLK/BLK C1,111,1398400.000,-265066.660,-84633.340,1048700.000,0.000,1048700.000
ALEN,7038-SLV/SLVFD-C3-62,111,1443700.000,-312792.520,-77903.740,1053003.740,0.000,1053003.740
EUPHORIA,2335-BLK/FD-C4-124,110,1292600.000,-297900.000,-48000.000,946700.000,0.000,946700.000
ANISA,2178-BLK/FD-C1-C2,107,1680700.000,-693466.670,-54800.000,932433.330,0.000,932433.330
BENEFIT,398-BLK/BLK-C1,107,1569700.000,-410433.330,-110200.000,1049066.670,0.000,1049066.670
8413 Photochromic,8413-BLACK,107,1406200.000,-292480.000,-104200.000,1009520.000,0.000,1009520.000
HORIZON,86624-BLK/BLK,106,1566600.000,-753200.000,-28800.000,784600.000,0.000,784600.000
DELTAPLANE 2.0 POLARIZED,AP136-BLK/BLK-C9-31,103,1365700.000,-406796.860,-33100.000,925803.140,0.000,925803.140
MY PRIDE,156-BLK/BLK,101,2289600.000,-24600.000,-108000.000,2157000.000,0.000,2157000.000
CORNER,7323-GOLD/BRN C10-02,101,1610100.000,-549016.670,-71100.000,989983.330,0.000,989983.330
EUPHORIA,2335-BRN/BRN-C10-02,100,1118600.000,-170500.000,-19200.000,928900.000,0.000,928900.000
HOT PARTY SUNRISE,183-BLK/BLK,100,1408400.000,-453100.000,-37000.000,918300.000,0.000,918300.000
EXCELLENCE,AC-000150-BLK/CLRSILVRSHADOW,100,1280100.000,-236133.470,-34800.000,1009166.530,0.000,1009166.530
MIA,MIA-TORTBRN/BRNPL,99,1175400.000,-197950.000,-27400.000,950050.000,0.000,950050.000
MAGIC POLARIZED,AP0180-GOLD/BLK-C3,99,1121300.000,0.000,0.000,1121300.000,0.000,1121300.000
MINISTER Photochromic,3045-YELLOW,97,1189200.000,-339781.770,-33600.000,815818.230,0.000,815818.230
LORD,86628-C3-BLACK,97,1216500.000,-211341.670,-24000.000,981158.330,0.000,981158.330
ELITE,08192-BLK/FD,97,1141800.000,-290080.000,-9600.000,842120.000,0.000,842120.000
TOKYO,181-WHITE/ROSE,96,1144500.000,-224066.670,-9600.000,910833.330,0.000,910833.330
GRAND DRIVING,9315-DRIVE,96,1333300.000,-403950.000,-65800.000,863550.000,0.000,863550.000
BOSS Photochromic,8403-YELLOW,95,1175800.000,-311100.000,-9600.000,855100.000,0.000,855100.000
EXTRA,88264-SILVER-C9-62,95,1220100.000,-266671.840,-66700.000,886728.160,0.000,886728.160
DELTAPLANE POLARIZED,AP135-BLK/BLK-C9-31,94,1174100.000,-266566.660,-27400.000,880133.340,0.000,880133.340
CORNER POLARIZED,P7323-BLK/BLK-C4-31,93,1152000.000,-278296.670,-15600.000,858103.330,0.000,858103.330
JORDAN,190-TORT/BRN,92,1542800.000,-780800.000,-35900.000,726100.000,0.000,726100.000
PARLAMENT,7730-GM/BLK,92,1167200.000,-329500.000,-74700.000,763000.000,0.000,763000.000
EXTRA,88264-BLUE-C2-45,92,1156500.000,-219475.000,-33600.000,903425.000,0.000,903425.000
HOT PARTY SUNRISE,183-BLUE/BLUE,92,1336200.000,-452900.000,-27000.000,856300.000,0.000,856300.000
ICON,193-TORT/BRN,91,1192800.000,-363000.000,-48000.000,781800.000,0.000,781800.000
MAD,08039-BLACK-C3,91,1569600.000,-750000.000,-40800.000,778800.000,0.000,778800.000
MELISSA,177-TORT/BRN,91,1171400.000,-387550.000,-19200.000,764650.000,0.000,764650.000
ECSTASY,AC-000151-MTL/BLUE,90,1145500.000,-150027.170,-77000.000,918472.830,0.000,918472.830
BULL DRIVING,PR2026-DRIVE,90,1174800.000,-360533.340,-79700.000,734566.660,0.000,734566.660
ALEN,7038-GM/ROSEGREY-C2-07,90,1094700.000,-129735.000,-85300.000,879665.000,0.000,879665.000
SHINE,7174-BLK/FD C3,89,1100200.000,-208750.000,-74000.000,817450.000,0.000,817450.000
OLIVER,88274-ROSE-C9-43,89,1106100.000,-172375.000,-65475.000,868250.000,0.000,868250.000
MINISTER Photochromic,3045-BLUE,88,1160900.000,-263634.880,-48000.000,849265.120,0.000,849265.120
OLIVER,88274-SILVER-C9-62,88,1354700.000,-418250.000,-56600.000,879850.000,0.000,879850.000
SAHARA,189-BLK/BLKFD,86,1972800.000,-1292824.390,-9600.000,670375.610,0.000,670375.610
Man 5004,5004-BLK/FD-C4-31,86,1470000.000,-748180.000,-17800.000,704020.000,0.000,704020.000
Di,7316-BLK/BLK-C9-08,86,1105600.000,-233500.000,-50900.000,821200.000,0.000,821200.000
SHINE,7174-BLK/BLK C2,85,1149400.000,-326016.650,-46156.600,777226.750,0.000,777226.750
VENZO,192-MILKYTORT/BLK,85,1135400.000,-240716.670,-75000.000,819683.330,0.000,819683.330
OLIVER,88274-RED-C9-79,83,1007100.000,-176050.000,-24000.000,807050.000,0.000,807050.000
WIZARD,86635-C3-BLACK,82,1249800.000,-426066.660,-91200.000,732533.340,0.000,732533.340
MONACO,195-TORT/BRN,82,1079400.000,-324100.000,-48000.000,707300.000,0.000,707300.000
SUS,SUS-BLACK,81,1059300.000,-257016.670,-28800.000,773483.330,0.000,773483.330
BOSS Photochromic,8403-BLACK,81,1083900.000,-340800.000,0.000,743100.000,0.000,743100.000
OLIVER,88274-BLUE-C2-45,80,1161700.000,-373566.670,-39600.000,748533.330,0.000,748533.330
ALBATROSS,7115-BLK,79,1116800.000,-337150.000,-19200.000,760450.000,0.000,760450.000
MONTE CARLO,196-BLK/BLK,78,1201000.000,-513200.000,-43400.000,644400.000,0.000,644400.000
MAGIC,0180-GOLD/BLK C3,78,1159400.000,-252700.000,-69600.000,837100.000,0.000,837100.000
MAGIC,0180-SLV/BLK C5,78,1032800.000,-356850.000,-17400.000,658550.000,0.000,658550.000
OMG,88273-BLUE-C2-45,77,986300.000,-234600.000,-38400.000,713300.000,0.000,713300.000
JOLY,88239-BROWN-C10-02,77,1164700.000,-518300.000,-38400.000,608000.000,0.000,608000.000
BREEZY,9078-SLV/SLV,77,1180800.000,-453300.000,-44400.000,683100.000,0.000,683100.000
MONTE CARLO,196-BLK/BLKFD,77,1195800.000,-527700.000,-17400.000,650700.000,0.000,650700.000
SELFIE,1680-BRN/BRN C2,76,912600.000,-165666.670,-9600.000,737333.330,0.000,737333.330
MINISTER Photochromic,3045-BLACK,76,1076000.000,-206691.670,-28800.000,840508.330,0.000,840508.330
DELTAPLANE,A135-BLK/BRN C10-02,75,972600.000,-243800.000,-28800.000,700000.000,0.000,700000.000
